Best Validation Dice: 0.8036767578125
Best Validation Loss: 0.698591947555542
Total Epochs: 4103

Epoch, Train Loss, Validation Loss, Train Dice, Validation Dice
1039, 1.171976, 0.997479, 0.601116, 0.692001
1040, 1.161703, 1.017922, 0.600065, 0.690851
1041, 1.138501, 1.084810, 0.615522, 0.660887
1042, 1.141308, 1.046054, 0.617837, 0.672626
1043, 1.152959, 0.971585, 0.605702, 0.696511
1044, 1.148844, 1.017713, 0.614927, 0.693911
1045, 1.138282, 0.975344, 0.615066, 0.708271
1046, 1.159189, 0.987147, 0.602714, 0.697864
1047, 1.134056, 1.008143, 0.619012, 0.688733
1048, 1.132647, 0.987168, 0.620510, 0.702030
1049, 1.121239, 0.975685, 0.619309, 0.703064
1050, 1.139823, 1.012262, 0.610248, 0.698029
1051, 1.129463, 1.028923, 0.615873, 0.683310
1052, 1.117212, 0.999519, 0.621257, 0.691486
1053, 1.137824, 0.966800, 0.610410, 0.712842
1054, 1.151677, 0.964674, 0.611494, 0.704224
1055, 1.156381, 0.991702, 0.607563, 0.696361
1056, 1.157130, 1.063738, 0.604215, 0.677993
1057, 1.157134, 0.989994, 0.603826, 0.696366
1058, 1.146340, 0.967268, 0.608831, 0.701665
1059, 1.150340, 0.989359, 0.604683, 0.706426
1060, 1.146030, 1.057697, 0.611692, 0.675563
1061, 1.171005, 1.067503, 0.594236, 0.667207
1062, 1.133594, 0.987333, 0.612067, 0.704676
1063, 1.145320, 0.946880, 0.612554, 0.710486
1064, 1.144062, 0.941863, 0.614405, 0.723181
1065, 1.132066, 1.007929, 0.613271, 0.690013
1066, 1.141426, 1.052825, 0.610231, 0.685742
1067, 1.148313, 1.060331, 0.609913, 0.673735
1068, 1.151330, 0.977501, 0.608795, 0.709584
1069, 1.145362, 1.012450, 0.607077, 0.692588
1070, 1.121446, 0.988562, 0.617067, 0.698316
1071, 1.148187, 1.018544, 0.612445, 0.684125
1072, 1.135751, 0.998733, 0.618607, 0.693550
1073, 1.167946, 0.939918, 0.600235, 0.714571
1074, 1.146675, 0.964387, 0.609259, 0.703328
1075, 1.153867, 1.040938, 0.609886, 0.680225
1076, 1.152103, 1.045486, 0.606394, 0.684613
1077, 1.159768, 0.990562, 0.603994, 0.701124
1078, 1.129114, 0.940790, 0.611269, 0.711433
1079, 1.131175, 0.966233, 0.618521, 0.710861
1080, 1.124103, 0.990162, 0.617054, 0.700471
1081, 1.139124, 1.067393, 0.608815, 0.665874
1082, 1.149842, 1.011923, 0.606536, 0.693255
1083, 1.156196, 0.943696, 0.608781, 0.721812
1084, 1.153006, 0.952197, 0.607309, 0.705852
1085, 1.166830, 1.041757, 0.599827, 0.681136
1086, 1.134545, 1.087688, 0.613815, 0.661329
1087, 1.151683, 1.150885, 0.608549, 0.637911
1088, 1.185493, 0.959462, 0.586751, 0.720185
1089, 1.135957, 0.973422, 0.608937, 0.705288
1090, 1.133748, 0.956803, 0.618079, 0.706433
1091, 1.149946, 1.037908, 0.609718, 0.680311
1092, 1.135918, 0.994765, 0.615194, 0.691747
1093, 1.129752, 0.995114, 0.616354, 0.693921
1094, 1.123303, 0.978612, 0.618797, 0.710044
1095, 1.136961, 0.960426, 0.614853, 0.704537
1096, 1.135917, 1.029039, 0.617614, 0.684932
1097, 1.146013, 0.972029, 0.610088, 0.708411
1098, 1.146866, 0.950471, 0.611973, 0.709538
1099, 1.146593, 0.951549, 0.607337, 0.716526
1100, 1.125840, 1.002281, 0.620407, 0.687251
1101, 1.126524, 1.001815, 0.620857, 0.696226
1102, 1.121332, 1.015095, 0.618154, 0.680385
1103, 1.116850, 1.012746, 0.620435, 0.690704
1104, 1.125425, 1.017780, 0.619563, 0.685153
1105, 1.129614, 0.978670, 0.613057, 0.700730
1106, 1.127043, 0.952945, 0.613124, 0.720705
1107, 1.130286, 1.007004, 0.616117, 0.689036
1108, 1.136436, 0.935026, 0.612050, 0.727672
1109, 1.144654, 0.995645, 0.611549, 0.693471
1110, 1.129322, 1.005995, 0.614713, 0.689086
1111, 1.132202, 0.950226, 0.618655, 0.718476
1112, 1.133393, 0.956038, 0.615187, 0.704712
1113, 1.139575, 0.988195, 0.614277, 0.695340
1114, 1.131140, 0.993813, 0.615022, 0.702754
1115, 1.140392, 0.990815, 0.603120, 0.695292
1116, 1.114505, 0.926620, 0.621087, 0.715884
1117, 1.152202, 0.997115, 0.606456, 0.700459
1118, 1.149251, 1.045183, 0.607635, 0.678712
1119, 1.121251, 0.992523, 0.622177, 0.692461
1120, 1.139762, 0.965077, 0.612544, 0.706659
1121, 1.160752, 0.929379, 0.604885, 0.727838
1122, 1.131339, 0.970688, 0.618935, 0.701721
1123, 1.137963, 0.991758, 0.616248, 0.708434
1124, 1.123608, 1.051600, 0.621140, 0.673568
1125, 1.143386, 1.024506, 0.610325, 0.681771
1126, 1.130676, 0.955162, 0.619386, 0.711402
1127, 1.140562, 1.015470, 0.611909, 0.691437
1128, 1.133148, 0.952275, 0.618502, 0.708881
1129, 1.126388, 0.945997, 0.615958, 0.725778
1130, 1.134483, 1.127878, 0.613901, 0.651409
1131, 1.154217, 0.945658, 0.608997, 0.719669
1132, 1.133030, 0.980674, 0.609715, 0.703734
1133, 1.144044, 1.059429, 0.612085, 0.674974
1134, 1.134498, 0.954266, 0.616162, 0.713687
1135, 1.125355, 1.036664, 0.620126, 0.682094
1136, 1.116148, 1.004607, 0.621667, 0.687718
1137, 1.133501, 0.938875, 0.612244, 0.726502
1138, 1.129578, 0.978909, 0.614445, 0.701320
1139, 1.137195, 0.999778, 0.612158, 0.690026
1140, 1.161129, 1.017551, 0.602063, 0.690988
1141, 1.130762, 1.030195, 0.620099, 0.679275
1142, 1.128082, 0.941909, 0.619832, 0.731786
1143, 1.160376, 0.993771, 0.606063, 0.694949
1144, 1.156211, 0.961674, 0.602516, 0.701871
1145, 1.172179, 1.079872, 0.601961, 0.674106
1146, 1.132627, 1.033105, 0.618094, 0.681604
1147, 1.140331, 0.959674, 0.612810, 0.708883
1148, 1.121386, 0.945947, 0.618544, 0.711313
1149, 1.137698, 0.958858, 0.612088, 0.715320
1150, 1.125699, 1.020324, 0.620310, 0.681870
1151, 1.148170, 0.929652, 0.610650, 0.721256
1152, 1.140009, 0.969904, 0.612025, 0.703343
1153, 1.148061, 1.031494, 0.605244, 0.678912
1154, 1.124465, 0.909814, 0.617796, 0.736813
1155, 1.125203, 0.970739, 0.616156, 0.702825
1156, 1.138943, 1.011561, 0.612674, 0.687164
1157, 1.125424, 0.952169, 0.618320, 0.717828
1158, 1.130607, 0.989711, 0.613308, 0.696368
1159, 1.120205, 0.965220, 0.615403, 0.714873
1160, 1.111163, 0.954099, 0.625063, 0.708637
1161, 1.122170, 0.955616, 0.620504, 0.705189
1162, 1.139257, 0.934761, 0.610783, 0.733126
1163, 1.131274, 1.013318, 0.614914, 0.687781
1164, 1.131079, 1.041487, 0.616901, 0.682109
1165, 1.124887, 0.975720, 0.623850, 0.705090
1166, 1.135518, 0.938610, 0.615112, 0.722163
1167, 1.127690, 0.985050, 0.615107, 0.699144
1168, 1.120922, 0.980495, 0.621372, 0.696764
1169, 1.141833, 1.014628, 0.609215, 0.692085
1170, 1.126539, 1.003340, 0.619892, 0.692948
1171, 1.114830, 0.928745, 0.624767, 0.734376
1172, 1.115919, 1.003763, 0.621675, 0.690998
1173, 1.133077, 1.013859, 0.615328, 0.691976
1174, 1.121759, 0.986138, 0.617257, 0.701868
1175, 1.129158, 0.968857, 0.614140, 0.703122
1176, 1.129749, 0.984205, 0.622504, 0.706162
1177, 1.125121, 0.985699, 0.618767, 0.700565
1178, 1.125724, 0.972327, 0.624889, 0.707487
1179, 1.119824, 0.980670, 0.617221, 0.702335
1180, 1.128673, 1.004700, 0.621010, 0.690787
1181, 1.113751, 0.994561, 0.627004, 0.705699
1182, 1.124299, 1.000517, 0.616471, 0.691524
1183, 1.114900, 1.001398, 0.625876, 0.704478
1184, 1.145178, 0.951783, 0.613424, 0.708822
1185, 1.118686, 0.940673, 0.624686, 0.715769
1186, 1.101704, 0.999805, 0.621668, 0.696645
1187, 1.122936, 1.022360, 0.618141, 0.687923
1188, 1.136853, 1.083440, 0.606629, 0.677739
1189, 1.130688, 0.987214, 0.618113, 0.698565
1190, 1.096512, 0.968669, 0.629987, 0.704656
1191, 1.121892, 0.935345, 0.623154, 0.719332
1192, 1.121649, 1.023983, 0.626573, 0.681733
1193, 1.105809, 0.956312, 0.630092, 0.712380
1194, 1.124441, 0.955651, 0.621403, 0.708911
1195, 1.136074, 1.011295, 0.611404, 0.694784
1196, 1.112097, 1.023038, 0.625682, 0.683734
1197, 1.123653, 0.969680, 0.619639, 0.705928
1198, 1.115570, 0.936327, 0.623728, 0.721094
1199, 1.132006, 0.938920, 0.616822, 0.718402
1200, 1.121504, 0.925245, 0.619281, 0.722863
1201, 1.113270, 0.960153, 0.620991, 0.704666
1202, 1.124602, 0.911984, 0.620046, 0.726507
1203, 1.123073, 0.949196, 0.616220, 0.713923
1204, 1.124780, 0.973725, 0.615162, 0.705131
1205, 1.123039, 0.942832, 0.625052, 0.725052
1206, 1.104478, 1.025997, 0.628155, 0.682056
1207, 1.126645, 0.934293, 0.616530, 0.718001
1208, 1.118572, 0.948843, 0.621988, 0.714096
1209, 1.096537, 0.961277, 0.631449, 0.705702
1210, 1.149013, 0.958475, 0.607114, 0.721363
1211, 1.142981, 1.084513, 0.610014, 0.661080
1212, 1.127239, 0.986725, 0.619015, 0.697158
1213, 1.127864, 0.967827, 0.614439, 0.707421
1214, 1.121498, 0.938008, 0.623447, 0.727741
1215, 1.121415, 0.939675, 0.623909, 0.713063
1216, 1.115746, 1.016687, 0.618789, 0.684826
1217, 1.116463, 0.932716, 0.622406, 0.723871
1218, 1.124509, 0.961053, 0.617940, 0.710463
1219, 1.122509, 0.963934, 0.615733, 0.714028
1220, 1.113540, 0.975840, 0.623390, 0.705293
1221, 1.102559, 0.942820, 0.622519, 0.720139
1222, 1.118127, 0.970281, 0.622500, 0.706327
1223, 1.086304, 0.933780, 0.628593, 0.720012
1224, 1.102399, 0.928283, 0.629725, 0.721538
1225, 1.131920, 0.978667, 0.616410, 0.702792
1226, 1.116352, 0.925379, 0.620417, 0.727807
1227, 1.118276, 0.960490, 0.619928, 0.705136
1228, 1.120734, 0.970079, 0.619443, 0.705118
1229, 1.112325, 1.046794, 0.623959, 0.675596
1230, 1.125937, 1.041029, 0.617897, 0.677348
1231, 1.126037, 0.938073, 0.616367, 0.724410
1232, 1.118769, 0.979955, 0.621167, 0.696145
1233, 1.111868, 0.998648, 0.623114, 0.691437
1234, 1.098611, 0.948338, 0.626405, 0.721162
1235, 1.114470, 0.989063, 0.626507, 0.697600
1236, 1.130436, 0.961772, 0.616779, 0.709681
1237, 1.097100, 0.942365, 0.632362, 0.722302
1238, 1.136310, 1.002963, 0.611917, 0.690102
1239, 1.106874, 1.021929, 0.624478, 0.688477
1240, 1.139214, 0.925311, 0.611224, 0.727022
1241, 1.116288, 0.943570, 0.625659, 0.717481
1242, 1.128077, 0.920618, 0.615648, 0.734117
1243, 1.129936, 1.039410, 0.616802, 0.677973
1244, 1.112678, 0.967221, 0.630137, 0.710912
1245, 1.109912, 0.923832, 0.621308, 0.729127
1246, 1.117323, 0.974086, 0.623961, 0.704867
1247, 1.113284, 0.969881, 0.619450, 0.707385
1248, 1.110902, 0.951755, 0.622559, 0.711362
1249, 1.112508, 0.915539, 0.621493, 0.728317
1250, 1.100829, 0.971853, 0.627130, 0.710034
1251, 1.112986, 0.973596, 0.622888, 0.702978
1252, 1.116875, 0.988001, 0.616236, 0.697983
1253, 1.115887, 0.978980, 0.619404, 0.703762
1254, 1.113748, 0.918688, 0.622594, 0.731298
1255, 1.098431, 0.901188, 0.629812, 0.737968
1256, 1.095242, 0.950406, 0.630465, 0.711054
1257, 1.114662, 0.962791, 0.626287, 0.705027
1258, 1.106441, 0.930741, 0.627816, 0.728361
1259, 1.118455, 0.893743, 0.618561, 0.736557
1260, 1.112213, 0.979368, 0.620917, 0.702028
1261, 1.099025, 0.971190, 0.633156, 0.699740
1262, 1.104728, 0.943637, 0.625552, 0.717912
1263, 1.108418, 0.945361, 0.623306, 0.725235
1264, 1.097496, 0.949093, 0.626945, 0.710783
1265, 1.089005, 0.969957, 0.628891, 0.705710
1266, 1.142482, 0.946571, 0.611219, 0.718430
1267, 1.105514, 0.933168, 0.624713, 0.713908
1268, 1.101703, 0.945209, 0.626583, 0.726718
1269, 1.127786, 0.943087, 0.615526, 0.717285
1270, 1.125213, 0.938416, 0.620360, 0.722483
1271, 1.105080, 0.956576, 0.630392, 0.715434
1272, 1.099372, 0.965317, 0.631506, 0.703346
1273, 1.122686, 1.009462, 0.620592, 0.694223
1274, 1.100699, 0.987514, 0.627404, 0.705143
1275, 1.127480, 0.978351, 0.620943, 0.703615
1276, 1.104978, 0.918503, 0.626286, 0.719702
1277, 1.123696, 0.952234, 0.623592, 0.719161
1278, 1.105134, 0.994396, 0.630245, 0.697465
1279, 1.100333, 0.967964, 0.627125, 0.703587
1280, 1.130195, 0.916301, 0.617714, 0.725293
1281, 1.120960, 0.916156, 0.622841, 0.737963
1282, 1.126532, 0.963419, 0.623323, 0.704783
1283, 1.116652, 0.926563, 0.619539, 0.720322
1284, 1.101691, 0.935611, 0.627329, 0.724758
1285, 1.105936, 0.948943, 0.627110, 0.709467
1286, 1.108881, 0.933822, 0.626044, 0.725910
1287, 1.103217, 1.022876, 0.623680, 0.690559
1288, 1.106893, 0.919066, 0.620969, 0.729137
1289, 1.084943, 0.982387, 0.634408, 0.700776
1290, 1.108347, 1.100649, 0.626365, 0.668345
1291, 1.115161, 0.920184, 0.619225, 0.723496
1292, 1.116919, 0.995055, 0.620303, 0.695421
1293, 1.100908, 0.971992, 0.626807, 0.707545
1294, 1.093461, 0.937317, 0.630079, 0.719999
1295, 1.100000, 0.926320, 0.630322, 0.718656
1296, 1.094544, 0.939801, 0.629830, 0.721112
1297, 1.087284, 0.957472, 0.635471, 0.712514
1298, 1.122189, 1.032136, 0.619645, 0.681781
1299, 1.099953, 0.987586, 0.626731, 0.706573
1300, 1.115107, 0.937345, 0.622398, 0.721919
1301, 1.119648, 0.944006, 0.618881, 0.711047
1302, 1.116162, 0.965748, 0.624004, 0.714784
1303, 1.113572, 0.928909, 0.619043, 0.716861
1304, 1.102170, 0.956341, 0.632195, 0.714000
1305, 1.111597, 0.938096, 0.622750, 0.727347
1306, 1.097321, 0.936009, 0.627658, 0.719149
1307, 1.116444, 0.980913, 0.624514, 0.700598
1308, 1.083071, 0.958390, 0.634382, 0.707809
1309, 1.102843, 0.940583, 0.631498, 0.714195
1310, 1.126319, 0.944054, 0.616711, 0.710447
1311, 1.111083, 1.032241, 0.624040, 0.692034
1312, 1.108226, 1.003506, 0.627363, 0.694365
1313, 1.093672, 0.974728, 0.630290, 0.702665
1314, 1.101049, 0.985175, 0.626912, 0.706085
1315, 1.102204, 0.964368, 0.627919, 0.709574
1316, 1.094014, 0.961488, 0.628449, 0.707939
1317, 1.103283, 0.928325, 0.624998, 0.718093
1318, 1.101534, 0.946615, 0.629855, 0.709978
1319, 1.114879, 0.943133, 0.620556, 0.720721
1320, 1.108239, 1.029563, 0.623342, 0.686192
1321, 1.118705, 0.938402, 0.621932, 0.712794
1322, 1.133360, 0.901275, 0.613325, 0.741251
1323, 1.115428, 0.912069, 0.623417, 0.722071
1324, 1.123147, 0.969118, 0.622239, 0.706042
1325, 1.096557, 0.922346, 0.632241, 0.732695
1326, 1.092843, 0.970895, 0.633496, 0.707639
1327, 1.099693, 0.940646, 0.625009, 0.718778
1328, 1.089845, 0.963897, 0.629557, 0.709287
1329, 1.106214, 0.994965, 0.623562, 0.694822
1330, 1.121636, 0.938654, 0.620959, 0.721599
1331, 1.113817, 0.897915, 0.618337, 0.736483
1332, 1.114400, 0.905512, 0.624048, 0.730046
1333, 1.098009, 0.941510, 0.629548, 0.719492
1334, 1.103320, 0.975705, 0.628250, 0.712032
1335, 1.106200, 0.968181, 0.627434, 0.708089
1336, 1.109921, 0.942713, 0.622672, 0.713946
1337, 1.108357, 0.893850, 0.627526, 0.740812
1338, 1.125098, 1.034150, 0.615765, 0.686113
1339, 1.118228, 0.980685, 0.622280, 0.711080
1340, 1.133920, 0.958093, 0.611775, 0.708982
1341, 1.109465, 0.964167, 0.622107, 0.706682
1342, 1.112830, 0.979182, 0.624404, 0.711123
1343, 1.083334, 0.973360, 0.636636, 0.704448
1344, 1.083510, 0.959270, 0.634055, 0.713063
1345, 1.107162, 0.931477, 0.626049, 0.722658
1346, 1.095523, 0.927041, 0.631338, 0.720507
1347, 1.100973, 0.999580, 0.630422, 0.699882
1348, 1.097327, 0.972707, 0.631554, 0.704125
1349, 1.099038, 0.988156, 0.623264, 0.711887
1350, 1.096758, 0.949979, 0.627806, 0.712027
1351, 1.100804, 0.905331, 0.627538, 0.726644
1352, 1.095684, 0.932189, 0.627919, 0.728038
1353, 1.087366, 0.993651, 0.635736, 0.698689
1354, 1.113448, 0.949957, 0.624794, 0.712296
1355, 1.099262, 0.988673, 0.626418, 0.703724
1356, 1.092221, 0.937872, 0.633205, 0.718976
1357, 1.091651, 0.937484, 0.633045, 0.718986
1358, 1.102435, 0.945902, 0.630702, 0.716615
1359, 1.107302, 0.902706, 0.626804, 0.733731
1360, 1.101649, 0.914625, 0.628203, 0.735498
1361, 1.092605, 0.922852, 0.627939, 0.722625
1362, 1.111482, 0.954180, 0.624078, 0.708675
1363, 1.096964, 0.994671, 0.630751, 0.703887
1364, 1.121208, 0.918104, 0.622404, 0.719710
1365, 1.108380, 0.913522, 0.619806, 0.724747
1366, 1.079805, 0.947981, 0.635902, 0.722160
1367, 1.084145, 0.967230, 0.630336, 0.705903
1368, 1.094087, 0.924693, 0.630414, 0.732415
1369, 1.107315, 0.904420, 0.627345, 0.733312
1370, 1.096834, 0.948784, 0.629835, 0.709493
1371, 1.096864, 0.909311, 0.628165, 0.736194
1372, 1.098362, 0.931085, 0.628655, 0.722490
1373, 1.107410, 0.938538, 0.623441, 0.715343
1374, 1.097443, 0.979712, 0.630720, 0.703468
1375, 1.085661, 0.916030, 0.635942, 0.726126
1376, 1.087240, 0.935800, 0.633293, 0.715724
1377, 1.117683, 0.967832, 0.617997, 0.713532
1378, 1.101754, 0.907946, 0.626294, 0.732299
1379, 1.104228, 0.921274, 0.625067, 0.724514
1380, 1.090024, 0.896259, 0.632059, 0.741419
1381, 1.121272, 0.963604, 0.619446, 0.705494
1382, 1.125186, 0.944606, 0.622214, 0.709767
1383, 1.102188, 0.940589, 0.626567, 0.724382
1384, 1.086764, 0.958968, 0.631524, 0.702434
1385, 1.105171, 0.916093, 0.624808, 0.733619
1386, 1.104105, 0.933020, 0.627600, 0.720561
1387, 1.079791, 0.927611, 0.633337, 0.718638
1388, 1.098612, 0.910601, 0.631180, 0.740167
1389, 1.106005, 0.919628, 0.627353, 0.719535
1390, 1.119408, 0.916963, 0.613892, 0.731844
1391, 1.122613, 1.041065, 0.617826, 0.679575
1392, 1.108669, 1.007179, 0.624210, 0.689668
1393, 1.112365, 0.875872, 0.617789, 0.748544
1394, 1.121283, 0.943598, 0.617365, 0.710607
1395, 1.114428, 0.963360, 0.621170, 0.711692
1396, 1.101765, 0.928371, 0.627237, 0.717549
1397, 1.066457, 0.887584, 0.638138, 0.736003
1398, 1.099647, 0.915665, 0.628391, 0.722846
1399, 1.095408, 0.958033, 0.626430, 0.708137
1400, 1.114072, 1.027384, 0.620156, 0.684955
1401, 1.114684, 0.960904, 0.625274, 0.710988
1402, 1.077702, 0.911143, 0.634082, 0.730331
1403, 1.097553, 0.915474, 0.627283, 0.723755
1404, 1.091451, 0.897257, 0.627151, 0.737179
1405, 1.098083, 0.885833, 0.634316, 0.746319
1406, 1.101036, 0.940729, 0.626663, 0.712034
1407, 1.091351, 0.963605, 0.631370, 0.717750
1408, 1.093730, 0.987150, 0.627682, 0.698478
1409, 1.095406, 0.945230, 0.629496, 0.709513
1410, 1.077763, 0.888478, 0.635538, 0.742419
1411, 1.128706, 0.916207, 0.617440, 0.734089
1412, 1.100538, 0.948723, 0.625455, 0.721475
1413, 1.090916, 0.923416, 0.631923, 0.719497
1414, 1.092179, 0.896039, 0.627766, 0.733164
1415, 1.104705, 0.957601, 0.625272, 0.716800
1416, 1.087269, 0.920212, 0.632367, 0.723107
1417, 1.103595, 0.964604, 0.628006, 0.704669
1418, 1.063241, 0.900253, 0.642624, 0.738981
1419, 1.082889, 0.909189, 0.636904, 0.729333
1420, 1.088805, 0.884627, 0.628975, 0.738702
1421, 1.107981, 0.941643, 0.630381, 0.714368
1422, 1.092494, 0.940437, 0.632891, 0.727413
1423, 1.081660, 0.922348, 0.632302, 0.730326
1424, 1.083649, 0.981002, 0.634514, 0.699964
1425, 1.083857, 0.917741, 0.638021, 0.730123
1426, 1.085291, 0.958080, 0.631246, 0.710498
1427, 1.096196, 0.916608, 0.630026, 0.732040
1428, 1.097576, 0.941344, 0.628938, 0.719479
1429, 1.085768, 0.890768, 0.630769, 0.743953
1430, 1.120012, 0.914792, 0.617775, 0.720350
1431, 1.087875, 0.892373, 0.630258, 0.736488
1432, 1.094359, 0.985959, 0.630706, 0.704387
1433, 1.080475, 0.937009, 0.633745, 0.726223
1434, 1.082744, 0.938968, 0.635974, 0.715505
1435, 1.102425, 0.954779, 0.626856, 0.718722
1436, 1.104898, 1.045908, 0.625804, 0.679943
1437, 1.129558, 0.954296, 0.613267, 0.708175
1438, 1.102075, 0.949878, 0.625434, 0.718913
1439, 1.089061, 0.887470, 0.626307, 0.744496
1440, 1.094034, 0.947308, 0.630012, 0.711222
1441, 1.102091, 0.876222, 0.631418, 0.737549
1442, 1.095780, 0.973934, 0.628799, 0.708904
1443, 1.116901, 0.950801, 0.621048, 0.712418
1444, 1.087066, 0.876628, 0.634250, 0.748927
1445, 1.097647, 0.907926, 0.630821, 0.735455
1446, 1.088682, 0.977347, 0.634367, 0.705319
1447, 1.104033, 0.908581, 0.627028, 0.734541
1448, 1.097128, 0.923171, 0.628873, 0.724219
1449, 1.082923, 0.894256, 0.634833, 0.732949
1450, 1.093528, 0.976934, 0.630051, 0.707441
1451, 1.111504, 0.933621, 0.621675, 0.725631
1452, 1.070024, 0.936756, 0.638959, 0.720802
1453, 1.063152, 0.928691, 0.641920, 0.722198
1454, 1.074726, 0.927719, 0.641809, 0.723069
1455, 1.074932, 0.897282, 0.634648, 0.739537
1456, 1.113681, 0.922686, 0.622747, 0.728713
1457, 1.105219, 0.957127, 0.627380, 0.707266
1458, 1.101273, 0.911469, 0.630818, 0.737191
1459, 1.099343, 0.991447, 0.627466, 0.697564
1460, 1.089486, 0.884630, 0.633025, 0.747485
1461, 1.077033, 0.916233, 0.635714, 0.724689
1462, 1.073842, 0.910999, 0.641552, 0.726152
1463, 1.103457, 0.904607, 0.626058, 0.736089
1464, 1.091172, 0.946486, 0.634440, 0.714703
1465, 1.091897, 0.955212, 0.634408, 0.721866
1466, 1.104495, 0.995278, 0.620100, 0.696262
1467, 1.115237, 0.878861, 0.619863, 0.749486
1468, 1.094311, 0.889664, 0.628373, 0.737582
1469, 1.080848, 0.935143, 0.639935, 0.719334
1470, 1.104104, 0.949219, 0.627390, 0.720411
1471, 1.090263, 0.971134, 0.632183, 0.704016
1472, 1.088111, 0.921471, 0.634691, 0.716699
1473, 1.092830, 0.922345, 0.627587, 0.728752
1474, 1.092134, 0.857536, 0.632248, 0.751263
1475, 1.114559, 0.962193, 0.622804, 0.708353
1476, 1.085936, 0.956825, 0.630768, 0.716427
1477, 1.100819, 0.909325, 0.625531, 0.725065
1478, 1.080230, 0.943857, 0.638567, 0.718633
1479, 1.080466, 0.933097, 0.639140, 0.727378
1480, 1.098468, 0.913812, 0.625408, 0.730194
1481, 1.060244, 0.952122, 0.639447, 0.711951
1482, 1.071958, 0.910667, 0.637478, 0.736981
1483, 1.091167, 0.879518, 0.629189, 0.746639
1484, 1.097047, 0.976491, 0.629427, 0.704707
1485, 1.096751, 0.925476, 0.630683, 0.726190
1486, 1.100022, 0.898515, 0.627900, 0.738938
1487, 1.103193, 0.920080, 0.624552, 0.722952
1488, 1.089185, 0.872928, 0.629397, 0.748312
1489, 1.079727, 0.895618, 0.635993, 0.736323
1490, 1.089355, 0.860532, 0.630742, 0.755417
1491, 1.099537, 0.901810, 0.624480, 0.734337
1492, 1.080858, 0.932940, 0.633969, 0.722955
1493, 1.078629, 0.923409, 0.634351, 0.725887
1494, 1.070428, 0.935590, 0.640925, 0.721028
1495, 1.090382, 0.887145, 0.629100, 0.742859
1496, 1.097303, 0.915715, 0.625066, 0.725976
1497, 1.091083, 0.922083, 0.630045, 0.729127
1498, 1.086155, 0.907698, 0.636881, 0.734348
1499, 1.087005, 0.964263, 0.639243, 0.708099
1500, 1.078994, 0.868184, 0.636233, 0.746507
1501, 1.088297, 0.923084, 0.633494, 0.731344
1502, 1.074638, 0.926789, 0.634247, 0.723501
1503, 1.093302, 0.992942, 0.631234, 0.712689
1504, 1.085195, 0.962819, 0.629588, 0.709302
1505, 1.092049, 0.904441, 0.633372, 0.725240
1506, 1.085120, 0.912268, 0.632239, 0.727208
1507, 1.071814, 0.895296, 0.640991, 0.741079
1508, 1.089605, 0.894093, 0.633718, 0.737877
1509, 1.069802, 0.920362, 0.638025, 0.727561
1510, 1.074877, 0.912490, 0.637214, 0.738758
1511, 1.072139, 0.926942, 0.639076, 0.725771
1512, 1.075407, 0.916837, 0.637856, 0.729054
1513, 1.092596, 0.888447, 0.624373, 0.741272
1514, 1.086274, 0.907557, 0.629308, 0.731948
1515, 1.075233, 0.939294, 0.638127, 0.726068
1516, 1.090569, 0.929487, 0.636022, 0.728876
1517, 1.075512, 0.873660, 0.636378, 0.742810
1518, 1.095478, 0.900401, 0.625400, 0.736331
1519, 1.067210, 0.933998, 0.640422, 0.719487
1520, 1.063593, 0.943302, 0.645178, 0.727723
1521, 1.059993, 0.890155, 0.646683, 0.736882
1522, 1.079366, 0.922235, 0.635895, 0.722800
1523, 1.060321, 1.002012, 0.645397, 0.696544
1524, 1.098050, 0.939969, 0.625696, 0.729270
1525, 1.071768, 0.897486, 0.635931, 0.732649
1526, 1.078242, 0.916541, 0.636527, 0.726007
1527, 1.081003, 0.901258, 0.632702, 0.742046
1528, 1.088886, 0.942009, 0.633135, 0.716795
1529, 1.078503, 0.931815, 0.634900, 0.729437
1530, 1.085279, 0.868999, 0.631878, 0.752469
1531, 1.085288, 0.871174, 0.628590, 0.742584
1532, 1.076143, 0.911275, 0.637376, 0.734051
1533, 1.074902, 0.916776, 0.640271, 0.732294
1534, 1.054003, 0.966047, 0.649873, 0.710803
1535, 1.089118, 0.914919, 0.636178, 0.733718
1536, 1.074105, 0.862252, 0.637123, 0.749955
1537, 1.089489, 0.911301, 0.628932, 0.740703
1538, 1.116198, 0.962253, 0.620075, 0.722843
1539, 1.089145, 0.918604, 0.631853, 0.725466
1540, 1.085863, 1.007916, 0.636631, 0.701162
1541, 1.079630, 0.918662, 0.635771, 0.728053
1542, 1.072820, 0.902875, 0.638915, 0.738408
1543, 1.065563, 0.913693, 0.643314, 0.728160
1544, 1.083231, 0.915863, 0.632986, 0.727850
1545, 1.099546, 0.886743, 0.631742, 0.743661
1546, 1.078494, 0.888673, 0.633992, 0.745898
1547, 1.082672, 0.944611, 0.635123, 0.715203
1548, 1.072840, 0.911759, 0.636490, 0.732210
1549, 1.065802, 0.909739, 0.640357, 0.733213
1550, 1.067990, 0.963860, 0.642707, 0.716272
1551, 1.090718, 0.947100, 0.634102, 0.718090
1552, 1.069223, 0.944432, 0.640303, 0.722236
1553, 1.052893, 0.875797, 0.648171, 0.747830
