Best Validation Dice: 0.8036767578125
Best Validation Loss: 0.698591947555542
Total Epochs: 4103

Epoch, Train Loss, Validation Loss, Train Dice, Validation Dice
2063, 1.038778, 0.805265, 0.644816, 0.772502
2064, 1.014013, 0.856214, 0.661708, 0.758042
2065, 1.032271, 0.852512, 0.653411, 0.750633
2066, 1.049360, 0.882919, 0.647694, 0.746751
2067, 1.021778, 0.837600, 0.656682, 0.759403
2068, 1.025702, 0.858086, 0.660976, 0.748051
2069, 1.022391, 0.836716, 0.656936, 0.763313
2070, 1.047611, 0.834665, 0.647489, 0.765829
2071, 1.039666, 0.883553, 0.651185, 0.737511
2072, 1.045140, 0.838595, 0.650059, 0.757826
2073, 1.036407, 0.799616, 0.650916, 0.774297
2074, 1.024917, 0.852764, 0.656265, 0.754236
2075, 1.031130, 0.888212, 0.654574, 0.740548
2076, 1.013821, 0.885242, 0.661326, 0.750544
2077, 1.021356, 0.836065, 0.657881, 0.763395
2078, 1.025724, 0.820890, 0.653857, 0.761021
2079, 1.042942, 0.819963, 0.649094, 0.772835
2080, 1.045310, 0.849746, 0.647760, 0.760167
2081, 1.028221, 0.853796, 0.654321, 0.749793
2082, 1.030785, 0.848559, 0.652434, 0.765230
2083, 1.031043, 0.806044, 0.655754, 0.777999
2084, 1.031103, 0.827403, 0.654886, 0.756511
2085, 1.024692, 0.896329, 0.655082, 0.744413
2086, 1.029601, 0.843249, 0.654747, 0.757555
2087, 1.015386, 0.955192, 0.660180, 0.713162
2088, 1.026018, 0.842078, 0.654630, 0.756887
2089, 1.040247, 0.820995, 0.647816, 0.770395
2090, 1.014096, 0.794378, 0.660358, 0.772037
2091, 1.037725, 0.934439, 0.651277, 0.720908
2092, 1.036965, 0.864324, 0.649985, 0.748401
2093, 1.045252, 0.837728, 0.649144, 0.764321
2094, 1.017544, 0.811593, 0.662617, 0.770826
2095, 1.017219, 0.837311, 0.657010, 0.758700
2096, 1.031958, 0.876918, 0.653966, 0.749818
2097, 1.022184, 0.803361, 0.653553, 0.775998
2098, 1.029394, 0.831394, 0.652405, 0.767617
2099, 1.058382, 0.906834, 0.645934, 0.733751
2100, 1.037205, 0.825627, 0.647989, 0.762607
2101, 1.023422, 0.873764, 0.656661, 0.749442
2102, 1.009765, 0.820673, 0.661406, 0.763996
2103, 1.007028, 0.862903, 0.659287, 0.754587
2104, 1.030842, 0.854192, 0.649842, 0.749178
2105, 1.027136, 0.890188, 0.651766, 0.740096
2106, 1.048933, 0.852251, 0.647101, 0.762780
2107, 1.050022, 0.868607, 0.649007, 0.747977
2108, 1.052512, 0.815776, 0.645349, 0.767076
2109, 1.018953, 0.889598, 0.659737, 0.746667
2110, 1.045406, 0.860175, 0.649283, 0.752299
2111, 1.017946, 0.804842, 0.658346, 0.777281
2112, 1.013334, 0.816757, 0.656369, 0.771352
2113, 1.017623, 0.839731, 0.661067, 0.761546
2114, 1.015577, 0.925288, 0.657251, 0.736062
2115, 1.001959, 0.841904, 0.662483, 0.757387
2116, 1.022212, 0.798117, 0.656567, 0.772197
2117, 1.044649, 0.911901, 0.643362, 0.734175
2118, 1.029382, 0.900277, 0.656746, 0.737402
2119, 1.017399, 0.842719, 0.657503, 0.766584
2120, 1.036463, 0.845155, 0.651300, 0.754061
2121, 1.029151, 0.821766, 0.655607, 0.772164
2122, 1.022864, 0.829577, 0.656294, 0.762465
2123, 0.997961, 0.888999, 0.665899, 0.746898
2124, 1.030022, 0.860461, 0.653351, 0.747655
2125, 1.044293, 0.868442, 0.651786, 0.754797
2126, 1.016580, 0.837440, 0.658620, 0.756900
2127, 1.034944, 0.883761, 0.651592, 0.744715
2128, 1.019435, 0.827117, 0.659085, 0.765639
2129, 1.030972, 0.839440, 0.651492, 0.761160
2130, 1.022163, 0.890545, 0.654593, 0.738781
2131, 1.038507, 0.836931, 0.649391, 0.755975
2132, 1.026832, 0.838244, 0.658413, 0.763448
2133, 1.031013, 0.857982, 0.653546, 0.754566
2134, 1.036895, 0.847935, 0.649847, 0.750153
2135, 1.035074, 0.826405, 0.652328, 0.769199
2136, 1.014440, 0.852499, 0.660052, 0.758139
2137, 1.003421, 0.799249, 0.665005, 0.777689
2138, 1.022520, 0.861104, 0.656237, 0.749171
2139, 1.016280, 0.869713, 0.661299, 0.745052
2140, 1.030514, 0.883767, 0.655985, 0.745672
2141, 1.021731, 0.843954, 0.658003, 0.751692
2142, 1.012345, 0.825306, 0.659660, 0.774714
2143, 1.042895, 0.831125, 0.650926, 0.759705
2144, 1.039550, 0.845095, 0.648324, 0.753533
2145, 1.060666, 0.898213, 0.640617, 0.743247
2146, 1.052882, 0.877290, 0.648312, 0.745189
2147, 1.020959, 0.825323, 0.657757, 0.766738
2148, 1.026384, 0.832271, 0.657439, 0.760223
2149, 1.045036, 0.833693, 0.643695, 0.762981
2150, 1.035295, 0.823235, 0.652144, 0.765929
2151, 1.014551, 0.819392, 0.658830, 0.767665
2152, 1.072273, 0.856420, 0.637951, 0.759944
2153, 1.042239, 0.861382, 0.648795, 0.745794
2154, 1.041893, 0.817583, 0.649192, 0.769978
2155, 1.034996, 0.834447, 0.651567, 0.766627
2156, 1.041453, 0.843307, 0.652078, 0.760919
2157, 1.020575, 0.828020, 0.657751, 0.765220
2158, 1.008959, 0.858945, 0.661710, 0.758162
2159, 1.039135, 0.816354, 0.649157, 0.772274
2160, 1.033159, 0.826697, 0.651004, 0.766982
2161, 1.019183, 0.842721, 0.656655, 0.754731
2162, 1.017228, 0.836343, 0.657810, 0.766408
2163, 1.014273, 0.826656, 0.663383, 0.769564
2164, 1.021216, 0.859608, 0.660455, 0.751227
2165, 1.014553, 0.821319, 0.656885, 0.762046
2166, 1.011012, 0.893906, 0.659635, 0.742079
2167, 1.019097, 0.858775, 0.660529, 0.752464
2168, 1.018093, 0.867082, 0.656166, 0.751095
2169, 1.026606, 0.891938, 0.658646, 0.742084
2170, 1.026605, 0.853153, 0.657799, 0.755300
2171, 1.023992, 0.797879, 0.660955, 0.779322
2172, 1.040497, 0.849135, 0.652409, 0.755640
2173, 1.019322, 0.924031, 0.659270, 0.728640
2174, 1.020986, 0.806522, 0.658025, 0.775034
2175, 1.014499, 0.834969, 0.660437, 0.759258
2176, 1.022180, 0.878488, 0.662785, 0.749752
2177, 1.004511, 0.909043, 0.660652, 0.737473
2178, 1.008188, 0.825381, 0.662245, 0.767350
2179, 1.004762, 0.837728, 0.661613, 0.758400
2180, 1.013240, 0.882108, 0.663305, 0.743869
2181, 1.008289, 0.941864, 0.662800, 0.727622
2182, 1.015261, 0.814007, 0.658645, 0.762630
2183, 1.007592, 0.854446, 0.667608, 0.758156
2184, 1.004052, 0.830177, 0.663120, 0.762965
2185, 1.021126, 0.826477, 0.659312, 0.766591
2186, 0.999216, 0.912720, 0.663632, 0.736100
2187, 1.023979, 0.810272, 0.657459, 0.772357
2188, 1.026451, 0.858283, 0.654621, 0.754310
2189, 1.006935, 0.833799, 0.663152, 0.764387
2190, 1.023118, 0.859195, 0.657645, 0.750585
2191, 1.007662, 0.803833, 0.663098, 0.771756
2192, 1.018983, 0.867374, 0.659347, 0.746467
2193, 1.012524, 0.819444, 0.656980, 0.769107
2194, 1.021227, 0.827105, 0.655439, 0.762092
2195, 1.027478, 0.901014, 0.656415, 0.739548
2196, 1.015651, 0.847565, 0.655987, 0.756636
2197, 1.033973, 0.788390, 0.649658, 0.778972
2198, 1.013798, 0.837538, 0.657759, 0.764448
2199, 0.999264, 0.924397, 0.666777, 0.731626
2200, 1.012692, 0.808662, 0.661544, 0.773127
2201, 1.017774, 0.830179, 0.657784, 0.763184
2202, 1.005279, 0.832432, 0.663575, 0.764667
2203, 1.023774, 0.875671, 0.656716, 0.747726
2204, 1.018252, 0.819849, 0.661525, 0.763428
2205, 1.003768, 0.828740, 0.664548, 0.769016
2206, 1.010483, 0.857031, 0.665418, 0.754081
2207, 1.006910, 0.813666, 0.665477, 0.767604
2208, 1.017813, 0.812248, 0.657313, 0.772083
2209, 1.023905, 0.890271, 0.654813, 0.738834
2210, 1.036821, 0.861431, 0.648236, 0.756189
2211, 1.011281, 0.873756, 0.661929, 0.750197
2212, 1.022984, 0.821505, 0.656435, 0.764212
2213, 1.014847, 0.839359, 0.656926, 0.762186
2214, 1.011372, 0.840452, 0.660753, 0.760373
2215, 1.022844, 0.854048, 0.655243, 0.758162
2216, 1.016736, 0.887197, 0.656995, 0.739482
2217, 1.026631, 0.801756, 0.655400, 0.768371
2218, 1.012165, 0.853347, 0.660214, 0.755440
2219, 1.029886, 0.841025, 0.650650, 0.758695
2220, 1.007313, 0.829703, 0.666287, 0.763265
2221, 0.997964, 0.811331, 0.666947, 0.775404
2222, 1.009837, 0.830807, 0.663456, 0.759462
2223, 0.993338, 0.831583, 0.668261, 0.767315
2224, 1.006128, 0.823298, 0.663047, 0.769250
2225, 1.014773, 0.838250, 0.657873, 0.761092
2226, 1.014944, 0.813094, 0.661851, 0.776791
2227, 1.026861, 0.811932, 0.649658, 0.768653
2228, 1.027575, 0.848681, 0.652906, 0.756722
2229, 1.014850, 0.889484, 0.663384, 0.740472
2230, 1.031690, 0.868577, 0.656992, 0.752951
2231, 1.024861, 0.819354, 0.660570, 0.766596
2232, 1.019832, 0.861089, 0.660771, 0.746654
2233, 1.024373, 0.823787, 0.656656, 0.768148
2234, 1.002797, 0.812706, 0.663730, 0.775051
2235, 1.014963, 0.811416, 0.659204, 0.764136
2236, 1.016558, 0.851863, 0.659480, 0.755221
2237, 1.001763, 0.827274, 0.665671, 0.767967
2238, 1.022806, 0.840708, 0.657706, 0.757181
2239, 1.026897, 0.861976, 0.654116, 0.753276
2240, 1.011042, 0.807577, 0.657866, 0.775656
2241, 1.028762, 0.801112, 0.657210, 0.773614
2242, 1.000278, 0.820362, 0.663078, 0.769775
2243, 1.009233, 0.885303, 0.662710, 0.746962
2244, 1.013310, 0.851777, 0.662746, 0.762447
2245, 1.018788, 0.830418, 0.657477, 0.763638
2246, 1.018795, 0.815692, 0.659742, 0.770232
2247, 1.009248, 0.881775, 0.663154, 0.749783
2248, 1.013012, 0.829931, 0.656505, 0.762483
2249, 1.004009, 0.809762, 0.662322, 0.774056
2250, 1.011116, 0.835950, 0.658792, 0.763968
2251, 0.999709, 0.830045, 0.667214, 0.762587
2252, 0.990390, 0.823931, 0.668462, 0.768005
2253, 1.012300, 0.861237, 0.657448, 0.752639
2254, 1.005740, 0.803540, 0.661266, 0.776311
2255, 1.030700, 0.827502, 0.653504, 0.765649
2256, 0.993098, 0.840079, 0.665571, 0.756445
2257, 0.997006, 0.836011, 0.663892, 0.758923
2258, 1.009645, 0.824516, 0.660886, 0.768135
2259, 1.019297, 0.831939, 0.657083, 0.763885
2260, 1.017935, 0.841671, 0.655862, 0.764890
2261, 1.026001, 0.825220, 0.654949, 0.760244
2262, 1.035794, 0.834554, 0.651098, 0.763044
2263, 1.009949, 0.867285, 0.659344, 0.753520
2264, 1.008190, 0.802989, 0.662100, 0.771121
2265, 1.010012, 0.887189, 0.660060, 0.743389
2266, 1.003819, 0.786615, 0.663327, 0.781087
2267, 1.003254, 0.835954, 0.666531, 0.763874
2268, 1.000667, 0.817427, 0.662773, 0.768747
2269, 1.003962, 0.818835, 0.663780, 0.771454
2270, 1.025017, 0.835704, 0.656742, 0.767482
2271, 1.004743, 0.809063, 0.662001, 0.769415
2272, 1.012861, 0.878160, 0.664593, 0.747043
2273, 1.026204, 0.879357, 0.653392, 0.751984
2274, 1.017875, 0.811415, 0.660380, 0.773015
2275, 1.020249, 0.843506, 0.661240, 0.762290
2276, 1.013432, 0.817804, 0.659584, 0.764298
2277, 1.008057, 0.840714, 0.663256, 0.758987
2278, 0.987557, 0.835302, 0.671738, 0.763740
2279, 1.024170, 0.806285, 0.659227, 0.769422
2280, 0.988830, 0.826477, 0.669824, 0.766236
2281, 1.013129, 0.836474, 0.658337, 0.764156
2282, 1.014788, 0.802614, 0.661673, 0.779050
2283, 1.028510, 0.819831, 0.657155, 0.766426
2284, 1.020563, 0.804553, 0.658257, 0.771938
2285, 1.007792, 0.836355, 0.665164, 0.760556
2286, 1.003285, 0.844136, 0.664002, 0.757712
2287, 0.999486, 0.873551, 0.664825, 0.747612
2288, 1.008959, 0.799600, 0.660497, 0.770694
2289, 1.013012, 0.850976, 0.663483, 0.756308
2290, 1.023596, 0.892372, 0.653640, 0.743648
2291, 1.019773, 0.797247, 0.655602, 0.771966
2292, 1.009891, 0.864137, 0.662242, 0.751636
2293, 1.019730, 0.884436, 0.659688, 0.740784
2294, 1.007120, 0.824517, 0.658550, 0.766246
2295, 1.003608, 0.804324, 0.663754, 0.773421
2296, 1.036279, 0.829918, 0.648008, 0.761048
2297, 1.015010, 0.842885, 0.660086, 0.758542
2298, 1.023779, 0.884443, 0.656580, 0.742721
2299, 1.020436, 0.790675, 0.660014, 0.776189
2300, 1.024427, 0.808212, 0.658174, 0.771446
2301, 1.023580, 0.817778, 0.654597, 0.765893
2302, 1.012275, 0.856576, 0.659905, 0.756331
2303, 1.009645, 0.816725, 0.662966, 0.766086
2304, 1.030271, 0.819156, 0.654345, 0.772357
2305, 0.999198, 0.892744, 0.666014, 0.751253
2306, 0.999323, 0.817481, 0.669304, 0.767322
2307, 1.009101, 0.871705, 0.662568, 0.749971
2308, 0.997338, 0.834333, 0.666688, 0.764113
2309, 1.022029, 0.841660, 0.657902, 0.756377
2310, 1.043592, 0.830071, 0.643328, 0.764796
2311, 1.008401, 0.850108, 0.663083, 0.765459
2312, 1.028380, 0.830716, 0.653322, 0.764695
2313, 1.018405, 0.815201, 0.655739, 0.768320
2314, 1.024035, 0.894196, 0.655447, 0.742168
2315, 1.012470, 0.826704, 0.661539, 0.766700
2316, 1.005226, 0.836130, 0.662850, 0.763527
2317, 1.023355, 0.838454, 0.657376, 0.760492
2318, 1.006657, 0.833557, 0.660848, 0.757496
2319, 1.003807, 0.826672, 0.664367, 0.770519
2320, 0.998902, 0.840321, 0.667943, 0.758746
2321, 1.007408, 0.810084, 0.661151, 0.767315
2322, 1.043770, 0.823141, 0.650487, 0.769991
2323, 0.993080, 0.790182, 0.668441, 0.780094
2324, 0.989886, 0.840394, 0.667612, 0.762633
2325, 0.999469, 0.828205, 0.662968, 0.765769
2326, 1.003042, 0.800453, 0.659198, 0.778108
2327, 1.015721, 0.839666, 0.656738, 0.763603
2328, 1.006863, 0.893533, 0.662216, 0.739228
2329, 1.001719, 0.902272, 0.665083, 0.745065
2330, 1.004344, 0.797908, 0.663240, 0.775712
2331, 1.003940, 0.799680, 0.664341, 0.779937
2332, 1.008030, 0.813658, 0.662448, 0.765459
2333, 1.001143, 0.832538, 0.662576, 0.762861
2334, 1.019032, 0.813450, 0.655557, 0.769095
2335, 1.010789, 0.815165, 0.662056, 0.769460
2336, 1.010532, 0.835675, 0.663956, 0.763750
2337, 0.988495, 0.791138, 0.670754, 0.780353
2338, 1.001123, 0.876829, 0.664550, 0.744854
2339, 1.013863, 0.848940, 0.661007, 0.756321
2340, 1.018863, 0.835227, 0.659203, 0.764451
2341, 1.006430, 0.872207, 0.661140, 0.745007
2342, 1.013701, 0.879798, 0.661780, 0.743100
2343, 1.009339, 0.803024, 0.658269, 0.774698
2344, 1.004960, 0.862582, 0.666101, 0.756879
2345, 1.011952, 0.818739, 0.660614, 0.766817
2346, 1.022451, 0.839787, 0.659861, 0.760462
2347, 1.004368, 0.872795, 0.662221, 0.750786
2348, 1.002800, 0.823372, 0.663575, 0.761153
2349, 1.001100, 0.842625, 0.665752, 0.765451
2350, 1.009039, 0.820759, 0.664564, 0.766218
2351, 0.993156, 0.801520, 0.668780, 0.771768
2352, 1.012362, 0.834276, 0.663437, 0.760175
2353, 1.013257, 0.889689, 0.665154, 0.742737
2354, 1.013746, 0.854182, 0.659711, 0.757758
2355, 1.012666, 0.823290, 0.660520, 0.769143
2356, 1.005997, 0.806730, 0.662884, 0.772837
2357, 1.002273, 0.881108, 0.666517, 0.748914
2358, 0.996449, 0.835938, 0.663557, 0.762153
2359, 1.010788, 0.788146, 0.661983, 0.782778
2360, 1.022952, 0.811790, 0.655871, 0.773924
2361, 1.002586, 0.829595, 0.661650, 0.766482
2362, 1.020546, 0.910731, 0.656737, 0.733662
2363, 1.003720, 0.879785, 0.661434, 0.752068
2364, 1.016897, 0.796686, 0.661047, 0.771113
2365, 1.018854, 0.812515, 0.659260, 0.770956
2366, 1.004882, 0.849254, 0.664370, 0.757539
2367, 1.000129, 0.867760, 0.665481, 0.748015
2368, 0.984150, 0.847556, 0.669056, 0.763458
2369, 1.007635, 0.830114, 0.662808, 0.766690
2370, 1.001823, 0.828804, 0.664403, 0.757892
2371, 1.023707, 0.784424, 0.655548, 0.779667
2372, 1.020229, 0.847135, 0.653582, 0.760617
2373, 1.021488, 0.815464, 0.657587, 0.767614
2374, 1.012687, 0.836861, 0.659002, 0.761592
2375, 0.994163, 0.814886, 0.664854, 0.765748
2376, 1.016896, 0.853735, 0.657149, 0.752299
2377, 1.011476, 0.820543, 0.665888, 0.768861
2378, 0.991691, 0.807155, 0.670821, 0.775095
2379, 1.007215, 0.823156, 0.662475, 0.768077
2380, 0.999772, 0.803060, 0.663388, 0.774478
2381, 0.979325, 0.833585, 0.672400, 0.765202
2382, 0.993608, 0.811245, 0.669318, 0.764128
2383, 1.012527, 0.817727, 0.660484, 0.772091
2384, 1.010962, 0.804102, 0.666254, 0.773256
2385, 1.006518, 0.855417, 0.664703, 0.752916
2386, 1.008217, 0.798734, 0.663090, 0.778367
2387, 1.005448, 0.798885, 0.663509, 0.772012
2388, 0.999090, 0.806739, 0.661696, 0.775465
2389, 1.002763, 0.858282, 0.660678, 0.753784
2390, 1.003064, 0.811351, 0.661045, 0.775028
2391, 1.003031, 0.846390, 0.660787, 0.759703
2392, 1.009173, 0.836978, 0.659985, 0.762557
2393, 1.018811, 0.791192, 0.657329, 0.781313
2394, 1.039036, 0.797702, 0.645650, 0.773934
2395, 1.007148, 0.840355, 0.661887, 0.761658
2396, 1.006308, 0.808163, 0.661253, 0.773038
2397, 1.003960, 0.798885, 0.666449, 0.776585
2398, 1.034518, 0.846893, 0.653407, 0.752179
2399, 1.016841, 0.913007, 0.656023, 0.734723
2400, 1.040002, 0.856214, 0.651191, 0.753639
2401, 1.004299, 0.806347, 0.662217, 0.772205
2402, 1.004425, 0.840528, 0.664837, 0.762001
2403, 1.008866, 0.834696, 0.664354, 0.762260
2404, 0.985443, 0.787646, 0.672589, 0.778332
2405, 1.009167, 0.838049, 0.658260, 0.766091
2406, 1.014661, 0.825746, 0.660096, 0.764621
2407, 0.991983, 0.848815, 0.667027, 0.760114
2408, 0.992047, 0.811808, 0.668815, 0.772515
2409, 1.012465, 0.821638, 0.664049, 0.762331
2410, 0.993936, 0.804637, 0.665043, 0.772428
2411, 1.023001, 0.861146, 0.659795, 0.758796
2412, 1.017692, 0.825952, 0.657015, 0.768300
2413, 1.021157, 0.814366, 0.657403, 0.766406
2414, 1.019556, 0.849228, 0.657344, 0.752642
2415, 1.006981, 0.838591, 0.664937, 0.764377
2416, 1.010002, 0.793075, 0.665395, 0.773668
2417, 0.995349, 0.880757, 0.668339, 0.749938
2418, 1.003223, 0.843188, 0.662362, 0.753386
2419, 1.012076, 0.821284, 0.664251, 0.770933
2420, 1.012088, 0.799705, 0.663727, 0.778126
2421, 1.004309, 0.858438, 0.663955, 0.752565
2422, 1.015187, 0.928907, 0.660847, 0.736351
2423, 1.017382, 0.785423, 0.658115, 0.782008
2424, 1.013502, 0.813464, 0.658868, 0.768252
2425, 1.003997, 0.867328, 0.666226, 0.755315
2426, 1.012346, 0.822383, 0.661544, 0.764885
2427, 1.007379, 0.818977, 0.663875, 0.771994
2428, 0.988316, 0.865196, 0.666382, 0.749965
2429, 1.009980, 0.771535, 0.659875, 0.785230
2430, 1.017003, 0.787994, 0.655672, 0.779248
2431, 0.992738, 0.815247, 0.665799, 0.770362
2432, 1.009595, 0.877671, 0.659013, 0.745545
2433, 1.007042, 0.827087, 0.664356, 0.768323
2434, 0.997146, 0.808785, 0.663766, 0.772614
2435, 0.995891, 0.851018, 0.670408, 0.762562
2436, 1.001898, 0.852727, 0.663236, 0.755795
2437, 1.012401, 0.820099, 0.660334, 0.762204
2438, 0.993975, 0.817672, 0.669488, 0.768861
2439, 1.009833, 0.793891, 0.665182, 0.779327
2440, 1.010584, 0.798353, 0.662473, 0.775864
2441, 0.997949, 0.825779, 0.665382, 0.762442
2442, 1.005242, 0.856456, 0.661377, 0.753040
2443, 1.008726, 0.793921, 0.656521, 0.775432
2444, 1.019258, 0.793006, 0.658605, 0.777100
2445, 1.002763, 0.840683, 0.666288, 0.762107
2446, 1.003951, 0.855451, 0.664684, 0.754604
2447, 1.006832, 0.792249, 0.662807, 0.777552
2448, 0.988612, 0.788487, 0.667426, 0.776780
2449, 0.989401, 0.795942, 0.666186, 0.774244
2450, 1.007028, 0.851997, 0.663213, 0.757250
2451, 1.008424, 0.833763, 0.660026, 0.763722
2452, 1.002055, 0.782748, 0.663528, 0.783539
2453, 0.996765, 0.845522, 0.667495, 0.764735
2454, 1.002427, 0.817513, 0.665325, 0.772500
2455, 0.990465, 0.832300, 0.665777, 0.763631
2456, 0.989907, 0.815058, 0.672070, 0.766931
2457, 1.011790, 0.814466, 0.660742, 0.769069
2458, 0.995795, 0.812183, 0.665834, 0.769592
2459, 1.001763, 0.864843, 0.664130, 0.750730
2460, 0.998125, 0.826974, 0.660730, 0.767170
2461, 1.001035, 0.800651, 0.663216, 0.773322
2462, 0.991035, 0.804834, 0.669529, 0.768694
2463, 1.010321, 0.789113, 0.657925, 0.780069
2464, 1.017727, 0.829055, 0.661926, 0.765682
2465, 1.010734, 0.851111, 0.662143, 0.759639
2466, 1.005877, 0.839498, 0.663031, 0.755490
2467, 1.022996, 0.805709, 0.654151, 0.777451
2468, 0.998712, 0.809353, 0.665791, 0.772779
2469, 0.996900, 0.833729, 0.665821, 0.761480
2470, 0.992187, 0.843924, 0.669216, 0.761764
2471, 0.999163, 0.810613, 0.668974, 0.774224
2472, 0.997086, 0.824409, 0.665758, 0.761833
2473, 0.999636, 0.843814, 0.662319, 0.760850
2474, 0.996544, 0.778205, 0.664058, 0.784245
2475, 0.999253, 0.829940, 0.659556, 0.764740
2476, 1.006955, 0.874762, 0.664056, 0.756110
2477, 1.011454, 0.811526, 0.659838, 0.769595
2478, 1.015140, 0.811856, 0.657135, 0.769600
2479, 0.987307, 0.851806, 0.672665, 0.760449
2480, 0.999898, 0.824284, 0.666735, 0.768582
2481, 0.984060, 0.809353, 0.668672, 0.770080
2482, 0.976441, 0.827726, 0.672731, 0.765875
2483, 0.999070, 0.782564, 0.665351, 0.783032
2484, 0.989678, 0.820726, 0.665498, 0.765621
2485, 0.997958, 0.820327, 0.662658, 0.767719
2486, 1.000797, 0.834974, 0.664438, 0.767074
2487, 1.002962, 0.852625, 0.662895, 0.759855
2488, 0.991086, 0.808793, 0.669759, 0.775369
2489, 0.976852, 0.820129, 0.674251, 0.768762
2490, 1.011437, 0.785235, 0.664048, 0.782907
2491, 1.004357, 0.836317, 0.667382, 0.768780
2492, 0.997715, 0.834174, 0.664764, 0.763212
2493, 0.983014, 0.797402, 0.671280, 0.777761
2494, 0.977493, 0.846444, 0.675591, 0.758862
2495, 0.982383, 0.822679, 0.672879, 0.766888
2496, 1.003315, 0.796256, 0.662372, 0.779152
2497, 0.984972, 0.765448, 0.668360, 0.784517
2498, 0.994149, 0.839595, 0.666555, 0.759314
2499, 1.010604, 0.854415, 0.665019, 0.754409
2500, 0.991422, 0.774729, 0.670119, 0.784385
2501, 0.989310, 0.876006, 0.671509, 0.751788
2502, 0.992484, 0.815293, 0.664643, 0.766309
2503, 0.991235, 0.846620, 0.670682, 0.760388
2504, 0.987786, 0.807361, 0.669043, 0.771532
2505, 0.990226, 0.870488, 0.665969, 0.748660
2506, 0.984636, 0.806606, 0.673420, 0.773695
2507, 1.001678, 0.824237, 0.663241, 0.769272
2508, 1.010932, 0.770543, 0.664458, 0.787823
2509, 0.992105, 0.878598, 0.666396, 0.749478
2510, 1.025043, 0.856363, 0.654283, 0.757837
2511, 1.038951, 0.822621, 0.649370, 0.761962
2512, 1.031476, 0.799681, 0.646995, 0.773477
2513, 0.996940, 0.812155, 0.662459, 0.772553
2514, 0.990299, 0.859612, 0.667605, 0.751024
2515, 1.002383, 0.864278, 0.664175, 0.751593
2516, 1.016022, 0.800642, 0.658508, 0.777484
2517, 1.007461, 0.786529, 0.661140, 0.776895
2518, 1.015732, 0.838480, 0.660532, 0.760629
2519, 0.989124, 0.818004, 0.670626, 0.769788
2520, 0.999698, 0.815763, 0.662532, 0.769978
2521, 0.965717, 0.843528, 0.676666, 0.760660
2522, 0.996870, 0.865548, 0.665792, 0.748731
2523, 1.006979, 0.870254, 0.663141, 0.742366
2524, 1.022355, 0.803334, 0.660625, 0.775605
2525, 1.008199, 0.782641, 0.658376, 0.783491
2526, 1.006261, 0.803328, 0.657045, 0.768648
2527, 0.995192, 0.796170, 0.664217, 0.777987
2528, 0.989625, 0.827000, 0.668949, 0.762435
2529, 0.998597, 0.822750, 0.661633, 0.768077
2530, 0.989263, 0.792967, 0.673719, 0.779302
2531, 1.016382, 0.879480, 0.659191, 0.745677
2532, 1.007356, 0.800860, 0.663203, 0.774439
2533, 1.011584, 0.810935, 0.665575, 0.773028
2534, 0.995942, 0.849457, 0.667461, 0.755671
2535, 0.994061, 0.817002, 0.667461, 0.772258
2536, 1.017696, 0.799349, 0.658737, 0.775455
2537, 1.006585, 0.816619, 0.660914, 0.774297
2538, 1.007273, 0.834386, 0.661625, 0.766573
2539, 1.006930, 0.819503, 0.661549, 0.766068
2540, 0.998652, 0.851249, 0.664165, 0.761615
2541, 0.982995, 0.850390, 0.669311, 0.758019
2542, 0.998337, 0.795361, 0.668896, 0.776623
2543, 1.004518, 0.826393, 0.663537, 0.769608
2544, 0.991579, 0.873854, 0.663753, 0.747713
2545, 0.991890, 0.829886, 0.670276, 0.768135
2546, 1.011067, 0.783012, 0.663822, 0.781366
2547, 1.000523, 0.830777, 0.664991, 0.759690
2548, 0.998237, 0.863668, 0.663764, 0.749907
2549, 0.998479, 0.803771, 0.663180, 0.774241
2550, 1.000629, 0.818209, 0.668298, 0.772296
2551, 1.006342, 0.825759, 0.660970, 0.765728
2552, 1.000314, 0.843002, 0.660864, 0.761630
2553, 0.988489, 0.810924, 0.668884, 0.771954
2554, 0.981744, 0.817185, 0.673094, 0.768843
2555, 0.991084, 0.842977, 0.666599, 0.756189
2556, 0.996138, 0.835834, 0.668672, 0.766436
2557, 0.999379, 0.803182, 0.665203, 0.778301
2558, 1.000404, 0.800665, 0.664903, 0.777248
2559, 1.011864, 0.826528, 0.662743, 0.767272
2560, 1.012675, 0.906943, 0.662965, 0.740254
2561, 0.997043, 0.817117, 0.664210, 0.771464
2562, 0.992531, 0.827630, 0.667239, 0.766193
2563, 0.983299, 0.775620, 0.676154, 0.782722
2564, 0.986147, 0.827559, 0.673279, 0.770621
2565, 0.974576, 0.805860, 0.678715, 0.773010
2566, 1.002938, 0.848308, 0.661673, 0.761048
2567, 0.989005, 0.814379, 0.666459, 0.771786
2568, 0.985083, 0.798489, 0.669919, 0.774721
2569, 0.981183, 0.875704, 0.670676, 0.751679
2570, 0.985852, 0.839368, 0.670676, 0.764590
2571, 1.005797, 0.831519, 0.660345, 0.759974
2572, 0.987844, 0.812926, 0.667540, 0.764855
2573, 1.025543, 0.785624, 0.659957, 0.775788
2574, 0.990920, 0.835693, 0.662697, 0.765400
2575, 0.995798, 0.860112, 0.665764, 0.753563
2576, 1.004208, 0.793726, 0.664023, 0.781130
2577, 0.982116, 0.776317, 0.673450, 0.783656
